time,f1_c,f1_a,f1_s,f1_d,f2_c,f2_a,f2_s,f2_d,prg_c,prg_a,prg_s,prg_d,prd_c,prd_a,prd_s,prd_d,pr_s,pr_d,lq_s,lq_d,cmp_a_s,cmp_a_d,cmp_b_s,cmp_b_d,cmp_c_s,cmp_c_d
747.4523,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
747.5545,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
747.6567,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
747.7589,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
747.8608,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
747.9629,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
748.0650,0,0,0,0,1900,1922,163,0,0,0,0,0,64412,63322,26782,0,54720,0,28944,0,30823,0,1018,0,33692,0
748.1669,0,0,0,0,1878,1899,161,-2,0,0,0,0,65442,64412,27233,451,54683,-37,28938,-6,30822,-1,1019,1,33693,1
748.2714,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.3735,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.4750,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.5771,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.6795,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.7817,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.8842,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
748.9862,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
749.0881,0,0,0,0,1878,1899,161,0,0,0,0,0,65442,64412,27233,0,54683,0,28938,0,30822,0,1019,0,33693,0
749.1903,0,0,0,0,1858,1878,159,-2,0,0,0,0,65535,65442,27659,426,54646,-37,28930,-8,30821,-1,1020,1,33693,0
749.2927,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
749.3950,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
749.4974,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
749.5992,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
749.7012,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
749.8033,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
749.9054,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
750.0076,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
750.1093,0,0,0,0,1858,1878,159,0,0,0,0,0,65535,65442,27659,0,54646,0,28930,0,30821,0,1020,0,33693,0
750.2112,0,0,0,0,1840,1858,157,-2,0,0,0,0,65535,65535,27689,30,54609,-37,28923,-7,30819,-2,1020,0,33694,1
750.3134,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
750.4155,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
750.5178,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
750.6195,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
750.7210,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
750.8229,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
750.9252,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
751.0273,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
751.1290,0,0,0,0,1840,1858,157,0,0,0,0,0,65535,65535,27689,0,54609,0,28923,0,30819,0,1020,0,33694,0
751.2307,0,0,0,0,1823,1840,156,-1,0,0,0,0,65535,65535,27679,-10,54571,-38,28916,-7,30818,-1,1021,1,33694,0
751.3330,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
751.4351,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
751.5373,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
751.6397,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
751.7420,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
751.8436,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
751.9456,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
752.0480,0,0,0,0,1823,1840,156,0,0,0,0,0,65535,65535,27679,0,54571,0,28916,0,30818,0,1021,0,33694,0
752.1502,0,0,0,0,1807,1823,154,-2,0,0,0,0,65535,65535,27669,-10,54534,-37,28908,-8,30817,-1,1022,1,33695,1
752.2523,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.3545,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.4564,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.5586,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.6609,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.7629,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.8648,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
752.9669,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
753.0689,0,0,0,0,1807,1823,154,0,0,0,0,0,65535,65535,27669,0,54534,0,28908,0,30817,0,1022,0,33695,0
753.1712,0,0,0,0,1792,1807,153,-1,0,0,0,0,65535,65535,27659,-10,54497,-37,28901,-7,30816,-1,1022,0,33695,0
753.2737,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.3757,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.4777,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.5796,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.6816,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.7832,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.8850,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
753.9871,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
754.0890,0,0,0,0,1792,1807,153,0,0,0,0,0,65535,65535,27659,0,54497,0,28901,0,30816,0,1022,0,33695,0
754.1911,0,0,0,0,1778,1792,152,-1,0,0,0,0,65535,65535,27650,-9,54460,-37,28893,-8,30815,-1,1023,1,33696,1
754.2934,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
754.3954,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
754.4977,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
754.5999,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
754.7018,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
754.8040,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
754.9065,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
755.0088,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
755.1109,0,0,0,0,1778,1792,152,0,0,0,0,0,65535,65535,27650,0,54460,0,28893,0,30815,0,1023,0,33696,0
755.2128,0,0,0,0,1765,1778,150,-2,0,0,0,0,65535,65535,27640,-10,54423,-37,28886,-7,30814,-1,1024,1,33696,0
755.3149,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
755.4178,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
755.5200,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
755.6219,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
755.7242,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
755.8260,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
755.9282,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
756.0302,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
756.1318,0,0,0,0,1765,1778,150,0,0,0,0,0,65535,65535,27640,0,54423,0,28886,0,30814,0,1024,0,33696,0
756.2342,0,0,0,0,1753,1765,149,-1,0,0,0,0,65535,65535,27630,-10,54386,-37,28879,-7,30813,-1,1024,0,33697,1
756.3359,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
756.4380,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
756.5409,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
756.6430,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
756.7454,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
756.8474,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
756.9495,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
757.0516,0,0,0,0,1753,1765,149,0,0,0,0,0,65535,65535,27630,0,54386,0,28879,0,30813,0,1024,0,33697,0
757.1539,0,0,0,0,1743,1753,148,-1,0,0,0,0,65535,65535,27620,-10,54349,-37,28871,-8,30811,-2,1025,1,33697,0
757.2558,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.3578,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.4598,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.5616,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.6639,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.7670,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.8694,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
757.9716,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
758.0733,0,0,0,0,1743,1753,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
758.1755,0,0,0,0,1733,1743,148,0,0,0,0,0,65535,65535,27620,0,54349,0,28871,0,30811,0,1025,0,33697,0
758.2772,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,-9,54349,0,28871,0,30810,-1,1026,1,33698,1
758.3793,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
758.4816,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
758.5836,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
758.6852,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
758.7873,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
758.8895,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
758.9918,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
759.0939,0,0,0,0,1734,1743,148,0,0,0,0,0,65535,65535,27611,0,54349,0,28871,0,30810,0,1026,0,33698,0
759.1959,0,0,0,0,1726,1734,147,-1,0,0,0,0,65535,65535,27601,-10,54276,-73,28856,-15,30809,-1,1026,0,33698,0
759.2979,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
759.3998,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
759.5024,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
759.6045,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
759.7066,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
759.8083,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
759.9105,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
760.0126,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
760.1147,0,0,0,0,1726,1734,147,0,0,0,0,0,65535,65535,27601,0,54276,0,28856,0,30809,0,1026,0,33698,0
760.2174,0,0,0,0,1719,1726,146,-1,0,0,0,0,65535,65535,27591,-10,54239,-37,28849,-7,30808,-1,1027,1,33699,1
760.3193,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
760.4209,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
760.5229,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
760.6251,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
760.7274,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
760.8295,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
760.9314,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
761.0336,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
761.1357,0,0,0,0,1719,1726,146,0,0,0,0,0,65535,65535,27591,0,54239,0,28849,0,30808,0,1027,0,33699,0
761.2377,0,0,0,0,1713,1719,145,-1,0,0,0,0,65535,65535,27581,-10,54202,-37,28841,-8,30807,-1,1028,1,33699,0
761.3402,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
761.4422,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
761.5441,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
761.6462,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
761.7487,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
761.8508,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
761.9530,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
762.0545,0,0,0,0,1713,1719,145,0,0,0,0,0,65535,65535,27581,0,54202,0,28841,0,30807,0,1028,0,33699,0
762.1571,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,-9,54165,-37,28834,-7,30806,-1,1028,0,33700,1
762.2592,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.3615,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.4636,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.5662,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.6679,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.7698,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.8719,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
762.9740,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
763.0762,0,0,0,0,1708,1713,145,0,0,0,0,0,65525,65535,27572,0,54165,0,28834,0,30806,0,1028,0,33700,0
763.1783,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,-14,54129,-36,28826,-8,30804,-2,1029,1,33700,0
763.2804,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.3827,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.4848,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.5870,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.6893,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.7911,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.8931,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
763.9951,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
764.0972,0,0,0,0,1705,1708,145,0,0,0,0,0,65435,65525,27558,0,54129,0,28826,0,30804,0,1029,0,33700,0
764.1992,0,0,0,0,1703,1705,144,-1,0,0,0,0,65275,65435,27510,-48,54092,-37,28819,-7,30803,-1,1030,1,33701,1
764.3012,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
764.4029,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
764.5050,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
764.6072,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
764.7097,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
764.8117,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
764.9137,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
765.0163,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
765.1183,0,0,0,0,1703,1705,144,0,0,0,0,0,65275,65435,27510,0,54092,0,28819,0,30803,0,1030,0,33701,0
765.2200,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,-77,54055,-37,28812,-7,30802,-1,1030,0,33701,0
765.3221,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
765.4240,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
765.5262,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
765.6283,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
765.7305,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
765.8325,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
765.9345,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
766.0360,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
766.1384,0,0,0,0,1702,1703,144,0,0,0,0,0,65045,65275,27433,0,54055,0,28812,0,30802,0,1030,0,33701,0
766.2406,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,-106,54019,-36,28804,-8,30801,-1,1031,1,33702,1
766.3429,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
766.4451,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
766.5473,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
766.6491,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
766.7512,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
766.8534,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
766.9555,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
767.0579,0,0,0,0,1702,1702,144,0,0,0,0,0,64735,65045,27327,0,54019,0,28804,0,30801,0,1031,0,33702,0
767.1596,0,0,0,0,1702,1702,144,0,0,0,0,0,64665,65045,27327,0,53982,-37,28797,-7,30801,0,1031,0,33702,0
767.2611,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,-140,53982,0,28797,0,30800,-1,1032,1,33702,0
767.3632,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
767.4653,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
767.5672,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
767.6694,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
767.7708,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
767.8730,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
767.9751,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
768.0773,0,0,0,0,1703,1702,144,0,0,0,0,0,64355,64735,27187,0,53982,0,28797,0,30800,0,1032,0,33702,0
768.1796,0,0,0,0,1705,1703,144,0,0,0,0,0,63895,64355,27018,-169,53946,-36,28789,-8,30799,-1,1032,0,33703,1
768.2814,0,0,0,0,1705,1703,144,0,0,0,0,0,63895,64355,27018,0,53946,0,28789,0,30799,0,1032,0,33703,0
